Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History
22878,MIZ/AZL/2022/9,Mizoram,Aizawl,Hlimen,NULL,23.4745,93.28916667,Regolith,Rock slide,July 2022
22879,MIZ/KOL/2022/10,Mizoram,Kolasib,Bilkhawthlir to Serlui B Road,NULL,24.34966667,92.75888889,Earth,Soil slide,August 2022
22880,MIZ/KOL/2022/11,Mizoram,Kolasib,Bilkhawthlir to Serlui B Road,NULL,24.33805556,92.73386111,Rock,Rock slide,August 2022
22881,MIZ/KOL/2022/12,Mizoram,Kolasib,Bilkhawthlir to Serlui B Road,NULL,24.33836111,92.73377778,Regolith,Debris slide,July 2022
22882,MIZ/KOL/2022/13,Mizoram,Kolasib,Bilkhawthlir to Kolasib road,NULL,24.30905556,92.70394444,Insitu Earth,Soil slide,August 2022
22883,MIZ/KOL/2022/15,Mizoram,Kolasib,Keichem,NULL,24.24461111,92.69075,Rock,Rock slide,July 2022
22884,MIZ/KOL/2022/16,Mizoram,Kolasib,Rengtekawn,NULL,24.26297222,92.69216667,Insitu Earth,Soil slide,2022
22885,MIZ/KOL/2022/17,Mizoram,Kolasib,Kolasib to Bilkhawthlir road,NULL,24.2625,92.69166667,Rock,Rock slide,2022
22886,MIZ/KOL/2022/18,Mizoram,Kolasib,Kolasib to Bilkhawthlir road,NULL,24.26411111,92.69188889,Rock,Rock slide,NA
22887,MIZ/KOL/2022/19,Mizoram,Kolasib,Kolasib to Bilkhawthlir road,NULL,24.26558333,92.69169444,Regolith,Debris slide,"2020, June 2022"
22888,MIZ/KOL/2022/20,Mizoram,Kolasib,Rengtekawn to Bilkhawthlir road,NULL,24.36911111,92.72822222,Insitu Earth,Soil slide,October 2022
22889,MIZ/KOL/2022/21,Mizoram,Kolasib,Kharzawl,NULL,24.37077778,92.71769444,Insitu Earth,Soil slide,August 2022
22890,MIZ/KOL/2022/22,Mizoram,Kolasib,Bilkhawthlir to Vairengte road,NULL,24.37402778,92.71846944,Insitu Earth,Soil slide,June 2022
22891,MIZ/KOL/2022/23,Mizoram,Kolasib,Bilkhawthlir to Vairengte road,NULL,24.51622222,92.77669444,Loose debris,Debris flow,June 2022
22892,MIZ/KOL/2022/24,Mizoram,Kolasib,"Vairengte, neat IR Bn. Outpost",NULL,24.50772222,92.76961111,Regolith,Debris slide,June 2022
22893,MIZ/KOL/2022/25,Mizoram,Kolasib,Vairengte Kawnthar veng,NULL,24.36611111,92.71872222,Regolith,debris slide,Juky 2022
22894,MIZ/KOL/2022/26,Mizoram,Kolasib,"Chhimluang to Bilkhawthlir road (NH 
54)",NULL,24.21091667,92.67888889,Loose debris,debris slide,2022
22895,MIZ/KOL/2022/27,Mizoram,Kolasib,Kolasib Vengthar,NULL,24.16647222,92.69555556,Regolith,Debris slide,October 2022
22896,MIZ/KOL/2022/28,Mizoram,Kolasib,Thingdawl,NULL,24.00419444,92.67780556,Rock,Rock slide,October 2022
22897,MIZ/KOL/2022/29,Mizoram,Kolasib,Kawnpui to Khamrang road,NULL,23.97272222,92.68366667,"Older well 
compacted debris",Debris slide,October 2022
22898,MIZ/KOL/2022/30,Mizoram,Kolasib,Kawnpui to Khamrang road,NULL,23.98997222,92.68061111,Insitu Earth,Soil slide,July 2022
22899,MIZ/KOL/2022/31,Mizoram,Kolasib,Kawnpui to Khamrang road,NULL,23.99025,92.68066667,"Older well 
compacted debris",Debris slide,July 2022
22900,MIZ/AZL/2022/32,Mizoram,Aizawl,Kawnpui to Khamrang road,NULL,23.74,92.71416667,Colluvium,Debris slide,"2018, October 2019, August 2020"
22901,MIZ/AZL/2022/33,Mizoram,Aizawl,"Hunthar veng, Aizawl",NULL,23.72322222,92.70183333,Regolith,debris slide,May 2022
22902,MIZ/AZL/2022/34,Mizoram,Aizawl,Maubawk,NULL,23.72327778,92.70222222,Regolith,Debris slide,"May 2022 (between 14.05.2022 to 
21.05.2022)"
22903,MIZ/AZL/2022/35,Mizoram,Aizawl,Maubawk,NULL,23.75969444,92.73241667,Regolith,"Debris slide, 
debris flow","2016, August 2022"
22904,MIZ/AZL/2022/36,Mizoram,Aizawl,Bawngkawn,NULL,23.75888889,92.73336111,Regolith,"Debris slide, 
debris flow","2020, July 2022"
22905,MIZ/AZL/2022/37,Mizoram,Aizawl,Bawngkawn,NULL,23.75861111,92.73261111,Colluvium,Debris slide,2009
22906,MIZ/AZL/2022/38,Mizoram,Aizawl,Bawngkawn,NULL,23.76494444,92.73427778,Rock,Rock slide,August 2022
22907,MIZ/AZL/2022/39,Mizoram,Hnahthial,"Shalom Vengthar, Bawngkawn",NULL,22.91452778,92.89333333,Rock,Rock slide,14 November 2022
22908,MIZ/AZL/2022/40,Mizoram,Aizawl,Maudarh Quarry,NULL,23.40041667,92.75269444,Regolith,debris slide,October 2022
22909,MIZ/AZL/2022/41,Mizoram,Aizawl,Sialsuk to Hmuifang road (SH),NULL,23.40169444,92.75025,Regolith,Debris slide,2020
22910,MIZ/AZL/2022/42,Mizoram,Aizawl,Sialsuk to Hmuifang road (SH),NULL,23.43936111,92.76144444,Rock,Rock slide,"July 2022, October 2022"
22911,MIZ/AZL/2022/43,Mizoram,Aizawl,Outside Hmuifang,NULL,23.65669444,92.72694444,Insitu Earth,Subsidence,September 2007
22912,MIZ/AZL/2022/44,Mizoram,Aizawl,Hualngohmun,NULL,23.72786111,92.73955556,Regolith,Debris slide,October 2022
22913,MIZ/AZL/2022/45,Mizoram,Aizawl,Folkland Veng,NULL,23.72713889,92.7405,Regolith,Debris slide,"2017, July 2022"
22914,MIZ/AZL/2022/46,Mizoram,Aizawl,Folkland Veng,NULL,23.77022222,92.76,Insitu Earth,Soil slide,September 2022
22915,MIZ/AZL/2022/47,Mizoram,Aizawl,Muthi,NULL,23.77166667,92.7605,Colluvium,Debris slide,September 2022
22916,MIZ/AZL/2022/48,Mizoram,Aizawl,Muthi Vengthar,NULL,23.77161111,92.75913889,Colluvium,Debris slide,July 2022
22917,MIZ/AZL/2022/49,Mizoram,Aizawl,Muthi,NULL,23.65530556,92.7025,"Insitu Earth 
(upslope), rock at 
road level and 
flatground",Rock slide,5 April 2022
22918,MIZ/AZL/2022/50,Mizoram,Aizawl,Samtlang,NULL,23.65538889,92.71161111,Regolith (upslope),Rock slide,NA
22919,MIZ/AZL/2022/51,Mizoram,Aizawl,Hualngohmun to Samtlang road,NULL,23.70827778,92.71711111,Insitu Earth,Soil slide,"23 July 2022, October 2022"
22920,MIZ/AZL/2022/52,Mizoram,Aizawl,"Kulikawn, Aizawl",NULL,23.73241667,92.71480556,Compacted Debris,Subsidence,"July 2004, 2005,  2006, 2008, April 
2022"
22921,MIZ/AZL/2022/53,Mizoram,Aizawl,"Tuikual N, D Mual",NULL,23.73053889,92.716019,Compacted Debris,Debris flow,22 June 2018
22922,MIZ/AZL/2022/54,Mizoram,Aizawl,"Tuikual N, Local Council House",NULL,23.73055556,92.71527778,Compacted Debris,Debris slide,1969
22923,MIZ/AZL/2022/55,Mizoram,Aizawl,Tuikual S Vai Lui Tuikhur area,NULL,23.75286,92.73307,rock,Rock slide,26.07.2019 (1:02 am)
22924,MIZ/AZL/2022/56,Mizoram,Aizawl,Bawngkawn Hmar Veng,NULL,23.75005,92.7355,Compacted Debris,Debris slide,August 2022
22925,MIZ/AZL/2022/57,Mizoram,Aizawl,Bawngkawn East,NULL,23.93395,92.65928,Insitu Earth,Debris slide,December 2022
22926,MIZ/AZL/2022/58,Mizoram,Aizawl,Khamrang along NH 54,NULL,23.829501,92.736459,Insitu Earth,Debris flow,"2020 July, 2021 July, 2022 August"
22927,MIZ/AZL/2022/59,Mizoram,Aizawl,Sihphir near golden jubilee cross,NULL,23.828321,92.73701,Insitu Earth,Debris flow,"2020 July, 2021 July, 2022 August"
22928,MIZ/AZL/2022/60,Mizoram,Aizawl,Sihphir near golden jubilee cross,NULL,23.8665,92.74215,Regolith,Debris flow,October 2022
22929,MIZ/AZL/2022/61,Mizoram,Aizawl,Sakawrhmuituai Hliappui,NULL,23.84421,92.74158,Insitu Earth,Soil slide,December 2022
22930,MIZ/AZL/2022/62,Mizoram,Aizawl,"Neihbawih, TNT Iskut huan",NULL,23.71951,92.72357,Colluvium,Subsidence,NA
22931,MIZ/AZL/2022/63,Mizoram,Aizawl,Republic vengthlang Field,NULL,23.71873,92.72298,Compacted Debris,Debris slide,1995
22932,MIZ/AZL/2022/64,Mizoram,Aizawl,Republic Veng cemetary,NULL,23.71824,92.72272,Compacted Debris,Debris slide,August 2022
22933,MIZ/AZL/2022/65,Mizoram,Aizawl,Republic Veng cemetary,NULL,23.74256944,92.73774444,Compacted Debris,Subsidence,2021 July
22934,MIZ/AZL/2022/66,Mizoram,Aizawl,Thuampui Graveyard,NULL,23.88147222,92.84263889,Insitu Earth,Soil slide,December 2022
22935,MIZ/AZL/2022/67,Mizoram,Aizawl,Aizawl to Khawruhlian road NH 2,NULL,23.88355556,92.84952778,Regolith,debris slide,December 2022
22936,MIZ/AZL/2022/68,Mizoram,Aizawl,Aizawl to Khawruhlian road NH 2,NULL,23.93202778,92.87436111,Compacted Debris,Debris slide,December 2022
22937,MIZ/AZL/2022/69,Mizoram,Aizawl,Old Khawruhlian road,NULL,23.89247222,92.85047222,Regolith,debris slide,December 2022
22938,MIZ/AZL/2022/70,Mizoram,Aizawl,Khawruhlian road,NULL,23.88386111,92.87505556,Insitu Earth,Soil slide,December 2022
22939,MIZ/AZL/2022/71,Mizoram,Aizawl,Old Khawruhlian road,NULL,23.87925,92.87127778,Insitu Earth,Soil slide,"August 2022, October 2022"
22940,MIZ/AZL/2022/72,Mizoram,Aizawl,Old Khawruhlian road,NULL,23.88113889,92.87755556,Insitu Earth,Soil slide,2019
22941,MIZ/AZL/2022/73,Mizoram,Aizawl,Khawruhlian Diakzaukawn,NULL,23.73541667,92.81222222,Insitu Earth,Debris slide,July 2022
22942,MIZ/AZL/2022/74,Mizoram,Aizawl,Tuikhurhlu,NULL,23.732,92.75963889,Compacted Debris,Debris slide,July 2022
22943,MIZ/AZL/2022/75,Mizoram,Aizawl,Zemabawk Bus Terminal,NULL,23.73488889,92.75177778,Regolith,Debris slide,"1990, August 15"
22944,MIZ/AZL/2022/76,Mizoram,Aizawl,Zemabawk east,NULL,23.73611111,92.75130556,regolith,Debris slide,2019
22945,MIZ/AZL/2023/77,Mizoram,Aizawl,Zemabawk near UPC NEI church,NULL,23.67058333,92.72530556,Debris,Slide,July2023
22946,MIZ/AZL/2023/78,Mizoram,Aizawl,"Melthum Aizawl-Thenzawl-Lunglei 
Highway",NULL,23.66461111,92.72383333,Rock,Slide,June 2023
22947,MIZ/AZL/2023/79,Mizoram,Aizawl,"Melthum Aizawl-Thenzawl-Lunglei 
Highway",NULL,23.64702778,92.72583333,Debris,Slide,"August 2023, October2023"
22948,MIZ/AZL/2023/80,Mizoram,Aizawl,Melriat,NULL,23.59944444,92.72019444,Debris,Slide,"9 June 2023, 2020, 2021, 2022"
22949,MIZ/AZL/2023/81,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,NULL,23.51980556,92.70066667,Debris,Slide,13 August 2023
22950,MIZ/AZL/2023/82,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,NULL,24.02027778,92.92861111,Debris,Slide,"June 2018, July 2019"
22951,MIZ/AZL/2023/83,Mizoram,Aizawl,Darlawn Vengthar,NULL,24.02833333,92.89138889,Debris,Slide,July 2022
22952,MIZ/AZL/2023/84,Mizoram,Aizawl,N. Serzawl,NULL,24.26311111,92.96041667,Debris,Slide,Last week of september 2023
22953,MIZ/AZL/2023/85,Mizoram,Aizawl,Sakawrdai to Zohmun road,NULL,24.27138889,92.96,Debris,Slide,24 July 2023
22954,MIZ/AZL/2023/86,Mizoram,Aizawl,"Upper Sakawrdai, near Primary school NULL",,24.52611111,92.93694444,Rock,Slide,2nd week of September 2023
22955,MIZ/AZL/2023/87,Mizoram,Aizawl,NH 306A  Zohmun to Mauchar road,NULL,24.36527778,92.93,Debris,Slide,September 2023
22956,MIZ/AZL/2023/88,Mizoram,Aizawl,NH 306A  Zohmun to Mauchar road,NULL,24.36555556,92.93,Debris,Slide,October 2023
22957,MIZ/AZL/2023/89,Mizoram,Aizawl,NH 306A  Zohmun to Mauchar road,NULL,24.28361111,92.9125,Debris,Slide,July 2023
22958,MIZ/AZL/2023/90,Mizoram,Aizawl,Palsang Lawibual,NULL,24.22416667,92.97638889,Debris,Subsidence,"2014, 2016, 2019, June and July 2022, 
September 2023"
22959,MIZ/AZL/2023/91,Mizoram,Aizawl,Vaitin,NULL,24.22472222,92.9775,Debris,Slide,August 2014
22960,MIZ/AZL/2023/92,Mizoram,Aizawl,Vaitin Vengthar,NULL,24.22527778,92.97777778,Debris,Slide,August 2021
22961,MIZ/AZL/2023/93,Mizoram,Aizawl,Vaitin Vengthar,NULL,24.22972222,92.99333333,Earth,Slide,July 2023
22962,MIZ/AZL/2023/94,Mizoram,Aizawl,"Near Salvation Church, Khawpuar",NULL,24.31925,92.99080556,Debris,Slide,August 2020
22963,MIZ/AZL/2023/95,Mizoram,Aizawl,Ṭinghmun Vengthar Tuiruang road,NULL,24.31991667,92.99033333,Debris,Slide,July 2022
22964,MIZ/AZL/2023/96,Mizoram,Aizawl,Ṭinghmun,NULL,24.2005,92.94105556,Debris,Slide,1st week of september 2023
22965,MIZ/AZL/2023/97,Mizoram,Aizawl,Thingsat to Sakawrdai road,NULL,24.19963889,92.94088889,Rock,Slide,1st week of september 2023
22966,MIZ/AZL/2023/98,Mizoram,Aizawl,Thingsat to Sakawrdai road,NULL,24.19388889,92.94455556,Rock,Slide,September 2023
22967,MIZ/AZL/2023/99,Mizoram,Aizawl,Sakawrdai to New Vervek road,NULL,24.19116667,92.94330556,Debris,Slide,September 2023
22968,MIZ/AZL/2023/100,Mizoram,Aizawl,Sakawrdai to New Vervek road,NULL,24.18252778,92.94991667,Debris,Slide,"2016, 2022 August, 2023 July"
22969,MIZ/AZL/2023/101,Mizoram,Aizawl,New Vervek Tuiṭha Veng,NULL,24.18372222,92.94961111,Debris,Slide,"June 1987, 2022 August"
22970,MIZ/AZL/2023/102,Mizoram,Aizawl,NULL,NULL,24.18561111,92.94536111,Debris,Slide,15 August 2013
22971,MIZ/AZL/2023/103,Mizoram,Aizawl,NULL,NULL,24.15402778,92.94444444,Debris,Slide,1st week of September2023
22972,MIZ/AZL/2023/104,Mizoram,Aizawl,NULL,NULL,24.23847222,92.95591667,Debris,Slide,"October 2021,  August 2022, 
September 2023"
22973,MIZ/AZL/2023/105,Mizoram,Aizawl,NULL,NULL,24.23777778,92.95583333,Debris,Slide,Second week of August 2023
22974,MIZ/AZL/2023/106,Mizoram,Aizawl,NULL,NULL,24.23738889,92.95508333,Debris,Slide,August 2023
22975,MIZ/AZL/2023/107,Mizoram,Aizawl,NULL,NULL,24.23775,92.95447222,Debris,Slide,August 2023
22976,MIZ/AZL/2023/108,Mizoram,Aizawl,NULL,NULL,24.22166667,93.00305556,Debris,Fall,July 2023
22977,MIZ/AZL/2023/109,Mizoram,Aizawl,NULL,NULL,24.20083333,92.985,Debris,Slide,July 2023
22978,MIZ/AZL/2023/110,Mizoram,Aizawl,NULL,NULL,24.14083333,92.92527778,Rock,Slide,2nd week of September 2023
22979,MIZ/AZL/2023/111,Mizoram,Aizawl,NULL,NULL,24.19533333,92.99544444,Debris,Slide,August 2023
22980,MIZ/AZL/2023/112,Mizoram,Aizawl,NULL,NULL,24.07805556,92.91155556,Rock,Fall,September 2023
22981,MIZ/AZL/2023/113,Mizoram,Aizawl,NULL,NULL,24.02555556,92.91944444,Debris,Flow,September 2023
22982,MIZ/AZL/2023/114,Mizoram,Aizawl,NULL,NULL,23.90527778,92.92083333,Debris,Slide,October 2022
22983,MIZ/AZL/2023/115,Mizoram,Aizawl,NULL,NULL,23.90222222,92.91888889,Debris,Slide,October 2022
22984,MIZ/AZL/2023/116,Mizoram,Aizawl,NULL,NULL,23.8975,92.92,Debris,Slide,October 2022
22985,MIZ/AZL/2023/117,Mizoram,Aizawl,NULL,NULL,23.89027778,92.91944444,Debris,Slide,October 2022
22986,MIZ/AZL/2023/118,Mizoram,Aizawl,NULL,NULL,23.89083333,92.92055556,Debris,Slide,September 2022
22987,MIZ/AZL/2023/119,Mizoram,Aizawl,NULL,NULL,23.88833333,93.08638889,Debris,Slide,"September 2022, October 2023"
22988,MIZ/AZL/2023/120,Mizoram,Aizawl,NULL,NULL,23.88666667,92.91861111,Rock,Slide,September 2023
22989,MIZ/AZL/2023/121,Mizoram,Aizawl,NULL,NULL,23.86694444,92.91444444,Debris,Slide,August 2022
22990,MIZ/AZL/2023/122,Mizoram,Aizawl,NULL,NULL,23.85527778,92.90472222,Debris,Slide,October 2022
22991,MIZ/AZL/2023/123,Mizoram,Aizawl,NULL,NULL,23.85972222,92.89694444,Debris,Slide,"2019, October 2022, September 2023"
22992,MIZ/AZL/2023/124,Mizoram,Aizawl,NULL,NULL,23.86277778,92.8825,Debris,Slide,October 2022
22993,MIZ/AZL/2023/125,Mizoram,Aizawl,NULL,NULL,23.86472222,92.88194444,Rock,Slide,October 2022
22994,MIZ/AZL/2023/126,Mizoram,Aizawl,NULL,NULL,23.86638889,92.88138889,Debris,Slide,"2 October 2022, September 2023"
22995,MIZ/AZL/2023/127,Mizoram,Aizawl,NULL,NULL,23.87694444,92.87694444,Debris,Slide,Septemebr 2023
22996,MIZ/AZL/2023/128,Mizoram,Aizawl,NULL,NULL,23.88194444,92.88166667,Debris,Slide,2nd week of September 2023
22997,MIZ/AZL/2023/129,Mizoram,Aizawl,NULL,NULL,23.36852778,92.76575,Rock,Slide,2nd week of September 2023
22998,MIZ/AZL/2023/130,Mizoram,Aizawl,NULL,NULL,23.36852778,92.76538889,Rock,Slide,2nd week of September 2023
22999,MIZ/AZL/2023/131,Mizoram,Aizawl,NULL,NULL,23.37533333,92.75472222,Debris,Slide,2nd week of August 2023
23000,MIZ/AZL/2023/132,Mizoram,Aizawl,NULL,NULL,23.35655556,92.76958333,Debris,Slide,August 2023
23001,MIZ/AZL/2023/133,Mizoram,Aizawl,NULL,NULL,23.35516667,92.76991667,Debris,Slide,August 2023
23002,MIZ/AZL/2023/134,Mizoram,Aizawl,NULL,NULL,23.33022222,92.78886111,Debris,Flow,2nd week August 2023
23003,MIZ/AZL/2023/135,Mizoram,Aizawl,NULL,NULL,23.39813889,92.7485,Debris,Slide,"August 2022, July 2023"
23004,MIZ/AZL/2023/136,Mizoram,Aizawl,NULL,NULL,23.41277778,92.73077778,Debris,Slide,8August 2023
23005,MIZ/AZL/2023/137,Mizoram,Aizawl,NULL,NULL,23.38519444,92.752,Debris,Slide,September 2023
23006,MIZ/AZL/2023/138,Mizoram,Aizawl,NULL,NULL,23.65675,92.70352778,Debris,Slide,1st week of August 2023
23007,MIZ/AZL/2023/139,Mizoram,Aizawl,NULL,NULL,23.65416667,92.70222222,Debris,Slide,1st week of August 2023
23008,MIZ/AZL/2023/140,Mizoram,Aizawl,NULL,NULL,23.65955556,92.67111111,Debris,Slide,"August 2022, August 2023"
23009,MIZ/AZL/2023/141,Mizoram,Aizawl,NULL,NULL,23.66030556,92.67244444,Earth,Slide,"July 2018, July 2023"
23010,MIZ/AZL/2023/142,Mizoram,Aizawl,NULL,NULL,23.57166667,92.71083333,Debris,Slide,9 June 2023
23011,MIZ/AZL/2023/143,Mizoram,Aizawl,NULL,NULL,23.58388889,92.71722222,Rock,Slide,8 August 2023
23012,MIZ/AZL/2023/144,Mizoram,Aizawl,NULL,NULL,23.58591667,92.71777778,Earth,Slide,25 July 2023
23013,MIZ/AZL/2023/145,Mizoram,Aizawl,NULL,NULL,23.55944444,92.70833333,Earth,Slide,06 July 2023
23014,MIZ/AZL/2023/146,Mizoram,Aizawl,NULL,NULL,23.54380556,92.70136111,Debris,Slide,06 August 2023
23015,MIZ/AZL/2023/147,Mizoram,Aizawl,NULL,NULL,23.54027778,92.70138889,Rock,Slide,06 August 2023
23016,MIZ/AZL/2023/148,Mizoram,Aizawl,NULL,NULL,23.53986111,92.70063889,Debris,Slide,06 August 2023
23017,MIZ/AZL/2023/149,Mizoram,Aizawl,NULL,NULL,23.535,92.69694444,Rock,Slide,28 July 2023
23018,MIZ/AZL/2023/150,Mizoram,Aizawl,NULL,NULL,23.53333333,92.69722222,Earth,Slide,2 August 2023
23019,MIZ/AZL/2023/151,Mizoram,Aizawl,NULL,NULL,23.52972222,92.69611111,Debris,Slide,3 August 2023
23020,MIZ/AZL/2023/152,Mizoram,Aizawl,NULL,NULL,23.49991667,92.70136111,Debris,Slide,2 June 2023
23021,MIZ/AZL/2023/153,Mizoram,Aizawl,NULL,NULL,23.5,92.70111111,Debris,Slide,09 August 2023
23022,MIZ/AZL/2023/154,Mizoram,Aizawl,NULL,NULL,23.47405556,92.71008333,Debris,Slide,September 2023
23023,MIZ/AZL/2023/155,Mizoram,Aizawl,NULL,NULL,23.78138889,92.67638889,Rock,Slide,25 October 2023
23024,MIZ/KOL/2023/156,Mizoram,Kolasib,NULL,NULL,23.93194444,92.65222222,Debris,Slide,"17 September 2023, 2019, 2018"
23025,MIZ/KOL/2023/157,Mizoram,Kolasib,NULL,NULL,23.93027778,92.6525,Rock,Slide,17 September 2023
23026,MIZ/KOL/2023/158,Mizoram,Kolasib,NULL,NULL,23.05805556,92.67583333,Debris,Slide,12 August 2023
23027,MIZ/KOL/2023/159,Mizoram,Kolasib,NULL,NULL,23.0475,92.67166667,Earth,Slide,"12 September 2023, 2016. 2019"
23028,MIZ/KOL/2023/160,Mizoram,Kolasib,NULL,NULL,23.05222222,92.67027778,Debris,Slide,12 September 2023
23029,MIZ/KOL/2023/161,Mizoram,Kolasib,NULL,NULL,23.03833333,92.67055556,Earth,Slide,12 August .2023
23030,MIZ/KOL/2023/162,Mizoram,Kolasib,NULL,NULL,23.03016667,92.67336111,Debris,Slide,12 September 2023
23031,MIZ/KOL/2023/163,Mizoram,Kolasib,NULL,NULL,23.02280556,92.67255556,Debris,Slide,17 September 2023
23032,MIZ/KOL/2023/164,Mizoram,Kolasib,NULL,NULL,23.00638889,92.67691667,Rock,Slide,23 July 2023
23033,MIZ/KOL/2023/165,Mizoram,Kolasib,NULL,NULL,23.32522222,92.70047222,Debris,Slide,September 2023
23034,MIZ/KOL/2023/166,Mizoram,Kolasib,NULL,NULL,23.97411111,92.71730556,Earth,Slide,August 2023
23035,MIZ/KOL/2023/167,Mizoram,Kolasib,NULL,NULL,23.97361111,92.7225,Earth,Slide,August 2023
23036,MIZ/KOL/2023/168,Mizoram,Kolasib,NULL,NULL,23.91916667,92.7375,Debris,Slide,Last week of August 2023
23037,MIZ/KOL/2023/169,Mizoram,Kolasib,NULL,NULL,23.91777778,92.73805556,Rock,Slide,27 September 2023
23038,MIZ/KOL/2023/170,Mizoram,Kolasib,NULL,NULL,23.89638889,92.73638889,Rock,Slide,27 September 2023
23039,MIZ/KOL/2023/171,Mizoram,Kolasib,NULL,NULL,23.00461111,92.67744444,Rock,Slide,2023
23040,MIZ/KOL/2023/172,Mizoram,Kolasib,NULL,NULL,23.00011111,92.67905556,Debris,Slide,2023
23041,MIZ/KOL/2023/173,Mizoram,Kolasib,NULL,NULL,23.99777778,92.68166667,Rock,Slide,August 2023
23042,MIZ/KOL/2023/174,Mizoram,Kolasib,NULL,NULL,23.99333333,92.68055556,Debris,Slide,October 2023
23043,MIZ/KOL/2023/175,Mizoram,Kolasib,NULL,NULL,23.98472222,92.68138889,Debris,Slide,October 2023
23044,MIZ/KOL/2023/176,Mizoram,Kolasib,NULL,NULL,23.98388889,92.68305556,Rock,Slide,October 2023
23045,MIZ/KOL/2023/177,Mizoram,Kolasib,NULL,NULL,23.97222222,92.68333333,Debris,Slide,1st week of October 2023
23046,MIZ/KOL/2023/178,Mizoram,Kolasib,NULL,NULL,23.97083333,92.6825,Rock,Slide,1st week of October  2023
23047,MIZ/KOL/2023/179,Mizoram,Kolasib,NULL,NULL,23.94722222,92.68527778,Debris,Slide,1st week of October 2023
23048,MIZ/KOL/2023/180,Mizoram,Kolasib,NULL,NULL,23.94138889,92.68305556,Debris,Slide,September 2023
23049,MIZ/KOL/2023/181,Mizoram,Kolasib,NULL,NULL,23.94722222,92.68277778,Debris,Slide,September 2023
23050,MIZ/KOL/2023/182,Mizoram,Kolasib,NULL,NULL,23.94,92.68277778,Debris,Slide,September 2023
23051,MIZ/KOL/2023/183,Mizoram,Kolasib,NULL,NULL,23.93916667,92.68,Rock,Slide,September 2023
23052,MIZ/KOL/2023/184,Mizoram,Kolasib,NULL,NULL,23.93583333,92.67805556,Debris,Flow,"2022, September and October 2023"
23053,MIZ/KOL/2023/185,Mizoram,Kolasib,NULL,NULL,23.935,92.67777778,Earth,Slide,October 1st week 2023
23054,MIZ/KOL/2023/186,Mizoram,Kolasib,NULL,NULL,23.93388889,92.67555556,Earth,Slide,10.12.2023
23055,MIZ/KOL/2023/187,Mizoram,Kolasib,NULL,NULL,23.93361111,92.67388889,Earth,Slide,09.12.2023
23056,MIZ/KOL/2023/188,Mizoram,Kolasib,NULL,NULL,23.93333333,92.67305556,Rock,Slide,09.12.2023
23057,MIZ/KOL/2023/189,Mizoram,Kolasib,NULL,NULL,23.93444444,92.66416667,Earth,Slide,November 2023
23058,MIZ/KOL/2023/190,Mizoram,Kolasib,NULL,NULL,23.93055556,92.65638889,Earth,Slide,June 2023
23059,MIZ/KOL/2023/191,Mizoram,Kolasib,NULL,NULL,23.95055556,92.785,Debris,Slide,"August 2023, October 2023"
23060,MIZ/KOL/2023/192,Mizoram,Kolasib,NULL,NULL,24.00972222,92.76555556,Rock,Slide,September 2023
23061,MIZ/KOL/2023/193,Mizoram,Kolasib,NULL,NULL,24.06638889,92.78194444,Debris,Slide,September 2023
23062,MIZ/KOL/2023/194,Mizoram,Kolasib,NULL,NULL,24.06916667,92.78638889,Earth,Slide,December 2023
23063,MIZ/KOL/2023/195,Mizoram,Kolasib,NULL,NULL,24.0775,92.79055556,Rock,Slide,"August 2023, September 2023"
23064,MIZ/KOL/2023/196,Mizoram,Kolasib,NULL,NULL,24.08222222,92.79305556,Earth,Slide,September 2023
23065,MIZ/KOL/2023/197,Mizoram,Kolasib,NULL,NULL,24.10027778,92.79583333,Earth,Slide,December 2023
23066,MIZ/KOL/2023/198,Mizoram,Kolasib,NULL,NULL,24.0525,92.66833333,Debris,Slide,September 2023
23067,MIZ/KOL/2023/199,Mizoram,Kolasib,NULL,NULL,24.05138889,92.66833333,Debris,Slide,September 2023
23068,MIZ/KOL/2023/200,Mizoram,Kolasib,NULL,NULL,24.04777778,92.66777778,Debris,Flow,September 2023
23069,MIZ/KOL/2023/201,Mizoram,Kolasib,NULL,NULL,24.05361111,92.66555556,Earth,Slide,September 2023
23070,MIZ/KOL/2023/202,Mizoram,Kolasib,NULL,NULL,24.05722222,92.66583333,Debris,Slide,September 2023
23071,MIZ/KOL/2023/203,Mizoram,Kolasib,NULL,NULL,24.06111111,92.59972222,Earth,Slide,2nd week of July 2022
23072,MIZ/KOL/2023/204,Mizoram,Kolasib,NULL,NULL,24.06194444,92.59444444,Earth,Slide,"2021, June 2022"
23073,MIZ/KOL/2023/205,Mizoram,Kolasib,NULL,NULL,24.06333333,92.59277778,Debris,Slide,"2023 June, 2023 November"
23074,MIZ/AZL/2023/206,Mizoram,Aizawl,NULL,NULL,23.63472222,92.855,Debris,Slide,9th to 11th July 2023
23075,MIZ/AZL/2023/207,Mizoram,Aizawl,NULL,NULL,23.69472222,92.85916667,Rock,Slide,June 2023
23076,MIZ/KOL/2023/208,Mizoram,Kolasib,NULL,NULL,24.18055556,92.69555556,Rock,Slide,"September 2023, November 2023"
